ID,Тип_покупки,Категория,Название,Адрес,Город,Телефон,Email,Сайт,Заметки,Приоритет,Источник,Верифицировано,Доверие,Дата_проверки,Источник_проверки,Халяль_нужен,Холодная_цепочка,Текущий_поставщик_лаваша,Сезонность
R182,Платформа,Платформа-Доставка,Just Eat,Cataluña,Spain,,partner-support@just-eat.es,https://restaurantes.just-eat.es/partnercentre,"Регистрация: restaurantes.just-eat.es/partnercentre. Knowledge center: partnerinfo.just-eat.es. Комиссия ~36% + 0.20€ за заказ. Активация ~299€. 9000+ ресторанов в Испании, 95% покрытия. Менее активна на Коста-Браве чем Glovo/Uber Eats но даёт дополнительный канал.",4,just-eat.es,Да,5,2026-05-28,restaurantes.just-eat.es + partnerinfo.just-eat.es,,,,Круглый год
R183,Платформа,Платформа-Доставка,Bolt Food,Cataluña,Spain,,foodpartners@bolt.eu,https://foodpartner.bolt.eu/,"Партнёр-портал: foodpartner.bolt.eu. Bolt активен в Испании в 2026 (Мадрид, Барселона, Малага, Севилья). Bolt Food доступен только в избранных городах (Мадрид/Барселона) — НЕ обслуживает напрямую Лиорет. Регистрироваться имеет смысл для Барселоны как доп.канал.",3,bolt.eu,Частично,4,2026-05-28,bolt.eu/cities + bolt.eu/blog,,,,Круглый год
R184,Платформа,Платформа-Доставка,Yango Eats,Cataluña,Spain,,info@yango.com,https://yango.com/en_int/,"Yango Group (HQ Дубай, бывший Yandex). Глобально активна в 19 странах: Африка, Ближний Восток, ЛатАм. По состоянию 2026 Yango Eats/Yango Deli НЕ имеет подтверждённого full-stack присутствия в Испании в категории food delivery — только Yango Delivery for Business (b2b курьерская). НЕ использовать как канал доставки food в Лиорете 2026.",2,yango.com,Нет,4,2026-05-28,yango.com + yango.delivery + Wikipedia Yango Group,,,,Круглый год
R185,Каталог,Каталог-Yellow Pages,Páginas Amarillas,España,España,,,https://www.paginasamarillas.es/a/registro/,"Регистрация бесплатная: paginasamarillas.es/a/registro (кнопка ""Darme de alta""). Базовый листинг бесплатный — название, адрес, телефон, категория. Категория для L-Lavash: Alimentación / Productos del mundo / Panaderías. Платформа сама перезвонит для верификации. Опции upgrade через BeeDigital (Activa/Acelera/Lidera).",5,paginasamarillas.es,Да,5,2026-05-28,paginasamarillas.es/a/registro + beedigital.es,,,,Круглый год
R186,Каталог,Каталог-Yellow Pages,QDQ,España,España,,,https://www.qdq.com/registro/gratuito/step1,Бесплатная регистрация: qdq.com/registro/gratuito/step1. Коммерческое партнёрство с Google — данные QDQ передаются в Google. 1+ млн локальных бизнесов в каталоге. Заполнить описание min 200 символов с ключевыми словами для SEO.,4,qdq.com,Да,5,2026-05-28,qdq.com/registro + corbax.com,,,,Круглый год
R187,Каталог,Каталог-Yellow Pages,Cylex,España,España,,,https://www.cylex.es/,"Бесплатная регистрация для владельцев бизнеса. Кнопка ""Registrarse"" на главной. Cylex попадает в ТОП-10 результатов Google для локальных запросов. Возможны premium-опции (Premium Entry, Bulk Upload) но базовый функционал — фото, видео, статьи, новости — бесплатный.",4,cylex.es,Да,5,2026-05-28,cylex.es/info/faq.html,,,,Круглый год
R188,Каталог,Каталог-Yellow Pages,Empresite (El Economista),España,España,,,https://empresite.eleconomista.es/Home_Usuarios,"Бесплатная регистрация. Создан в 2010 INFORMA D&B S.A. 3+ млн компаний Испании. Только владелец/представитель может редактировать профиль — пометка ""EMPRESA EDITADA"". Регистрация на /Home_Usuarios.",3,empresite.eleconomista.es,Да,5,2026-05-28,empresite.eleconomista.es,,,,Круглый год
R189,Каталог,Каталог-Yellow Pages,En Lloret,Lloret de Mar,Lloret de Mar,+34 872 454 226,,https://enlloret.com/,"Локальный каталог Льорета и SEO-агентство ""Marketing Y SEO Local Enlloret.Com"". Adresse: Calle Comte Ramon Borrell s/n, Lloret de Mar. Связаться по телефону 872454226 или через контакт-форму на сайте. Может также предложить создание сайта + Google Business setup.",5,enlloret.com,Да,5,2026-05-28,enlloret.com + paginasamarillas.es,,,,Сезонный (пик летом)
R190,Каталог,Каталог-Yellow Pages,Lloret.cat / Lloret Turisme,"Av. Alegries, 3",Lloret de Mar,+34 972 365 788,central-turisme@lloret.cat,https://lloretdemar.org/es/lloret-de-mar/directorio-de-empresas,Официальный портал Lloret Turisme (Lloret Futur SA + Ajuntament). Directorio de empresas: lloretdemar.org/es/lloret-de-mar/directorio-de-empresas. Регистрация локального бизнеса через офис туризма Av. Alegries 3 или email central-turisme@lloret.cat. КРИТИЧЕСКИ для местного SEO и индексации в туристических каналах.,5,lloretdemar.org,Да,5,2026-05-28,lloretdemar.org + professionals.lloretdemar.org,,,,Сезонный (пик летом)
R191,Каталог,Каталог-Yellow Pages,Botigues de Catalunya,Cataluña,Cataluña,,,https://www.botiguesdecatalunya.cat/es/alta.html,"Регистрация: botiguesdecatalunya.cat/es/alta.html. 85000+ локальных бизнесов Каталонии (Barcelona, Girona, Tarragona, Lleida). Инструменты: stamp cards (програмама лояльности), промо/скидки. Контакт: botiguesdecatalunya.cat/es/contactar. Сильный сигнал для регионального SEO.",5,botiguesdecatalunya.cat,Да,5,2026-05-28,botiguesdecatalunya.cat/es/alta.html,,,,Круглый год
R192,Каталог,Каталог-Yellow Pages,Publicaton,Lloret/Girona,Lloret de Mar,+34 641 89 71 85,,https://publicaton.com/comercios-lloret-de-mar-girona/,"Локальный коммерческий каталог Lloret/Girona/Barcelona/Vizcaya. Категории: comercios, inmobiliarias, salud y belleza, bares y cafeterías. Регистрация через контакт-форму. Среднего качества каталог, useful для locality signals.",3,publicaton.com,Да,4,2026-05-28,publicaton.com,,,,Сезонный (пик летом)
R193,Каталог,Каталог-Yellow Pages,TheFork (Tripadvisor),España,España,,partners@thefork.com,https://www.thefork.es/,"Регистрация: theforkmanager.com или support.theforkmanager.com (статья ""How can I sign up my restaurant"" доступна). 16M пользователей. Комиссия 2026: 2€ на одного посетителя, базовая 1.50-4€ на гостя в зависимости от плана. Имеет смысл ТОЛЬКО при наличии дегустационной/розничной точки (кафе при производстве L-Lavash).",3,thefork.es,Да,5,2026-05-28,support.theforkmanager.com + bouzondigital.com,,,,Круглый год
R194,Каталог,Каталог-Yellow Pages,Tripadvisor,España,España,,,https://www.tripadvisor.es/,"Регистрация бизнес-листинга: tripadvisor.com/Owners. Бесплатный базовый листинг. Подходит ТОЛЬКО для дегустационной точки/кафе/магазина L-Lavash, не для оптового производства.",3,tripadvisor.es,Да,5,2026-05-28,tripadvisor.es,,,,Круглый год
R195,Каталог,Каталог-Yellow Pages,Restaurant Guru,España,España,,,https://restaurantguru.com/businessLanding,"Агрегатор — собирает данные из Zagat, Zomato, Yelp, Google, Foursquare, Facebook. НЕЛЬЗЯ напрямую добавить — нужно сначала появиться на Google Maps, Yelp итд. Затем claim через restaurantguru.com/businessLanding (требуется verified email на домене бизнеса). 20M visitors/месяц.",3,restaurantguru.com,Да,4,2026-05-28,restaurantguru.com/businessLanding,,,,Круглый год
R196,Каталог,Каталог-Yellow Pages,Google Business Profile,Lloret de Mar,Lloret de Mar,,,https://business.google.com/add,"КРИТИЧЕСКИ ВАЖНО #1. Регистрация: business.google.com/add. Бесплатно. Требуется Google account (Gmail или любой email). Верификация в 2026: video call (быстрее всего), pre-recorded video, postal verification. AI-функции для capture клиентов. ГЛАВНАЯ точка входа для поискового трафика в Льорете.",5,Google,Да,5,2026-05-28,support.google.com/business + business.google.com,,,,Сезонный (пик летом)
R197,Каталог,Каталог-Yellow Pages,Unió de Botiguers de Tossa,Tossa de Mar,Tossa de Mar,,,https://www.ubtossa.com/,"Ассоциация торговцев Тосса-де-Мар (~10 мин от Льорета). Welcome Pack для новых членов с промокодами. Активна — организует Christmas Fest и др. Контакт через форму на ubtossa.com или Facebook ""Unió de Botiguers de Tossa"". Связь с Botigues de Catalunya.",3,ubtossa.com,Да,4,2026-05-28,ubtossa.com + botiguesdecatalunya.cat,,,,Круглый год
R198,Каталог,Каталог-Yellow Pages,SAWCER,Barcelona,Barcelona,,,https://sawcer.com,Не нашёл активного присутствия sawcer.com как актуального каталога comercio Cataluña в 2026. Возможно недействующий или мерженный с другим проектом. РЕКОМЕНДУЮ ЗАМЕНИТЬ на Comerç Sant Antoni Barcelona (eixsantantoni.cat) если имелся в виду этот район — либо удалить из батча.,2,sawcer.com,Нет,2,2026-05-28,manual search inconclusive,,,,Круглый год
